# 20260106T1117
# N=140
# group hprc: N=106
# group hgsvc: N=28
# group ceph: N=6
sample	sample_sex	sample_group	input_path	nucflag_hifi	nucflag_ont	flagger_hifi	flagger_ont	kmer_errors	centromere
HG02647	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02647_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02647/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02647.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02647/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02647.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02647_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02647_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02647_only.bed	HG02647_chrY:10583412-11504235
HG02666	male	hgsvc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hgsvc/chrY_assemblies/HG02666_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02666/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02666.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02666/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02666.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02666_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02666_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02666_only.bed	HG02666_chrY:10434484-11331826
HG02668	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02668_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02668/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02668.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02668/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02668.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02668_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02668_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02668_only.bed	HG02668_chrY:10503903-11424726
HG02698	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02698_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02698/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02698.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02698/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02698.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02698_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02698_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02698_only.bed	HG02698_chrY:10280889-10980925
HG02717	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02717_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02717/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02717.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02717/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02717.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02717_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02717_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02717_only.bed	HG02717_chrY:10408020-11594816
HG02735	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02735_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02735/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02735.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02735/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02735.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02735_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02735_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02735_only.bed	HG02735_chrY:10293745-10860535
HG02738	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02738_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02738/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02738.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02738/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02738.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02738_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02738_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02738_only.bed	HG02738_chrY:10103979-10607977
HG02953	male	hgsvc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hgsvc/chrY_assemblies/HG02953_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02953/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02953.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02953/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02953.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02953_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02953_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02953_only.bed	HG02953_chrY:10647297-12178636
HG02965	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02965_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02965/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02965.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02965/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02965.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02965_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02965_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02965_only.bed	HG02965_chrY:10395761-11509692
HG02984	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG02984_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG02984/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG02984.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG02984/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG02984.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG02984_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG02984_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG02984_only.bed	HG02984_chrY:10232813-11429355
HG03009	male	hgsvc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hgsvc/chrY_assemblies/HG03009_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03009/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03009.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03009/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03009.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03009_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03009_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03009_only.bed	HG03009_chrY:10327939-11900959
HG03017	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03017_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03017/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03017.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03017/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03017.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03017_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03017_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03017_only.bed	HG03017_chrY:10237182-10713086
HG03050	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03050_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03050/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03050.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03050/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03050.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03050_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03050_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03050_only.bed	HG03050_chrY:10261461-10959091
HG03065	male	hgsvc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hgsvc/chrY_assemblies/HG03065_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03065/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03065.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03065/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03065.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03065_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03065_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03065_only.bed	HG03065_chrY:10336745-11699661
HG03098	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03098_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03098/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03098.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03098/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03098.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03098_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03098_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03098_only.bed	HG03098_chrY:10106922-10794138
HG03130	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03130_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03130/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03130.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03130/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03130.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03130_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03130_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03130_only.bed	HG03130_chrY:10332822-12085912
HG03139	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03139_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03139/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03139.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03139/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03139.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03139_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03139_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03139_only.bed	HG03139_chrY:10269887-11234295
HG03209	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03209_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03209/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03209.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03209/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03209.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03209_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03209_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03209_only.bed	HG03209_chrY:10323962-11277852
HG03225	male	hprc	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/asm-annot/hprc/chrY_assemblies/HG03225_chrY.fa.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20250922_nucflag_v034/HG03225/hprc_chry/assembly_qc/nucflag/v0.3.4_hifi/HG03225.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/upenn/keith-oshima/20251203_nucflag_v100/HG03225/hprc_chry/assembly_qc/nucflag/v1.0.0_ont/HG03225.nucflag.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/hifi_v2/whole_genome/HG03225_flagger_prediction.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/ucsc/prajna-hebbar/flagger/ont_v1/whole_genome/HG03225_flagger_prediction_ont.bed	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/shares/globus/outgoing/hgsvc/sig_chry/v2/external-incoming/nhgri/arang-rhie/merqury_qv/error_kmer_bed/HG03225_only.bed	HG03225_chrY:10450050-11341979
