Sample	Seq	Sample_Seq	Resolution	PathName	Path	sample	idx	categ	ours_idx
HG02132	haplotype2-0000317	HG02132_haplotype2-0000317	UNPLACED	haplotype2_unused_utig4-2886	utig4-2886+	HG02132	494	match	274
HG02132	haplotype2-0000318	HG02132_haplotype2-0000318	UNPLACED	haplotype2_unused_utig4-2888	utig4-2888+	HG02132	495	match	917
HG02132	haplotype2-0000349	HG02132_haplotype2-0000349	UNPLACED	haplotype2_unused_utig4-2988	utig4-2988+	HG02132	496	match	1052
HG02132	haplotype2-0000350	HG02132_haplotype2-0000350	UNPLACED	haplotype2_unused_utig4-2989	utig4-2989+	HG02132	497	match	1307
HG02132	haplotype2-0000353	HG02132_haplotype2-0000353	UNPLACED	haplotype2_unused_utig4-5	utig4-5+	HG02132	498	match	3387
HG02132	unassigned-0000478	HG02132_unassigned-0000478	UNPLACED	na_unused_utig4-1664	utig4-1664+	HG02132	499	match	2681
HG02132	unassigned-0000479	HG02132_unassigned-0000479	UNPLACED	na_unused_utig4-1665	utig4-1665+	HG02132	500	match	479
HG02132	unassigned-0000583	HG02132_unassigned-0000583	UNPLACED	na_unused_utig4-2083	utig4-2083+	HG02132	501	match	1859
HG02132	unassigned-0000584	HG02132_unassigned-0000584	UNPLACED	na_unused_utig4-2084	utig4-2084+	HG02132	502	match	1017
HG02132	unassigned-0000766	HG02132_unassigned-0000766	UNPLACED	na_unused_utig4-2948	utig4-2948+	HG02132	503	match	629
HG02132	unassigned-0000767	HG02132_unassigned-0000767	UNPLACED	na_unused_utig4-2949	utig4-2949+	HG02132	504	match	3838
HG02132	unassigned-0000779	HG02132_unassigned-0000779	UNPLACED	na_unused_utig4-3075	utig4-3075+	HG02132	505	match	2726
HG02132	unassigned-0000780	HG02132_unassigned-0000780	UNPLACED	na_unused_utig4-3076	utig4-3076+	HG02132	506	match	1224
HG02132	unassigned-0000814	HG02132_unassigned-0000814	UNPLACED	na_unused_utig4-573	utig4-573+	HG02132	507	match	3651
HG02132	unassigned-0000815	HG02132_unassigned-0000815	UNPLACED	na_unused_utig4-574	utig4-574+	HG02132	508	match	2558
HG02132	unassigned-0000818	HG02132_unassigned-0000818	UNPLACED	na_unused_utig4-6	utig4-6+	HG02132	509	match	225
HG02132	unassigned-0000823	HG02132_unassigned-0000823	UNPLACED	na_unused_utig4-7	utig4-7+	HG02132	510	match	3188
HG02135	pat-0000670	HG02135_pat-0000670	SCAFFOLD	pat_from_utig4-2455	utig4-3206-,utig4-3205-,utig4-2456-,utig4-2454+,[N5000N:ambig_path],utig4-2455+,utig4-3144+	HG02135	511	match	2280
HG02135	pat-0000980	HG02135_pat-0000980	UNPLACED	pat_unused_utig4-2457	utig4-2457+	HG02135	512	match	348
HG02145	haplotype1-0000002	HG02145_haplotype1-0000002	SCAFFOLD	haplotype1_from_utig4-1203	utig4-283+,utig4-290+,utig4-956+,utig4-292-,utig4-284-,utig4-282+,utig4-286+,utig4-288+,utig4-1203-,[N374723N:alt-utig4-1202],utig4-1204+	HG02145	513	match	2394
HG02145	haplotype1-0000004	HG02145_haplotype1-0000004	SCAFFOLD	haplotype1_from_utig4-166	utig4-94+,utig4-97+,utig4-165+,[N5000N:ambig_path],utig4-166+,utig4-977-,utig4-564-,utig4-563+	HG02145	514	match	2809
HG02145	haplotype1-0000024	HG02145_haplotype1-0000024	SCAFFOLD	haplotype1_from_utig4-787	utig4-110+,utig4-113+,utig4-786+,utig4-787+	HG02145	515	match	3872
HG02145	haplotype1-0000061	HG02145_haplotype1-0000061	UNPLACED	haplotype1_unused_utig4-111	utig4-111+	HG02145	516	match	435
HG02145	haplotype1-0000075	HG02145_haplotype1-0000075	UNPLACED_Cmpnt	haplotype1_unused_utig4-1177	utig4-1177-,[N30094N:scaffold],utig4-1178+	HG02145	517	match	604
HG02145	haplotype1-0000157	HG02145_haplotype1-0000157	SCAFFOLD	haplotype1_unused_utig4-285	utig4-285+	HG02145	518	match	1475
HG02145	haplotype1-0000158	HG02145_haplotype1-0000158	UNPLACED	haplotype1_unused_utig4-289	utig4-289+	HG02145	519	match	2993
HG02145	haplotype2-0000213	HG02145_haplotype2-0000213	SCAFFOLD	haplotype2_from_utig4-408	utig4-960-,utig4-958-,utig4-542-,utig4-541+,utig4-76-,utig4-72-,utig4-73+,utig4-925+,utig4-136-,utig4-135+,utig4-133-,utig4-131-,utig4-116-,utig4-115+,utig4-106-,utig4-105+,utig4-108+,utig4-409-,utig4-406-,[N5000N:ambig_path],utig4-408+	HG02145	520	match	662
HG02145	haplotype2-0000220	HG02145_haplotype2-0000220	UNPLACED	haplotype2_unused_utig4-107	utig4-107+	HG02145	521	match	2067
HG02145	haplotype2-0000221	HG02145_haplotype2-0000221	UNPLACED	haplotype2_unused_utig4-109	utig4-109+	HG02145	522	match	799
HG02145	haplotype2-0000237	HG02145_haplotype2-0000237	UNPLACED	haplotype2_unused_utig4-117	utig4-117+	HG02145	523	match	946
HG02145	haplotype2-0000255	HG02145_haplotype2-0000255	UNPLACED	haplotype2_unused_utig4-132	utig4-132+	HG02145	524	match	391
HG02145	haplotype2-0000258	HG02145_haplotype2-0000258	UNPLACED	haplotype2_unused_utig4-137	utig4-137+	HG02145	525	match	2034
HG02145	haplotype2-0000265	HG02145_haplotype2-0000265	UNPLACED	haplotype2_unused_utig4-167	utig4-167+	HG02145	526	match	1033
HG02145	haplotype2-0000295	HG02145_haplotype2-0000295	UNPLACED	haplotype2_unused_utig4-407	utig4-407+	HG02145	527	match	3073
HG02145	haplotype2-0000306	HG02145_haplotype2-0000306	UNPLACED	haplotype2_unused_utig4-543	utig4-543+	HG02145	528	match	545
HG02145	haplotype2-0000307	HG02145_haplotype2-0000307	UNPLACED	haplotype2_unused_utig4-554	utig4-554+	HG02145	529	match	1376
HG02145	haplotype2-0000308	HG02145_haplotype2-0000308	UNPLACED	haplotype2_unused_utig4-555	utig4-555+	HG02145	530	match	812
HG02145	haplotype2-0000309	HG02145_haplotype2-0000309	UNPLACED	haplotype2_unused_utig4-556	utig4-556+	HG02145	531	match	2589
HG02145	haplotype2-0000310	HG02145_haplotype2-0000310	UNPLACED	haplotype2_unused_utig4-557	utig4-557+	HG02145	532	match	149
HG02145	haplotype2-0000311	HG02145_haplotype2-0000311	UNPLACED	haplotype2_unused_utig4-565	utig4-565+	HG02145	533	match	1120
HG02145	haplotype2-0000419	HG02145_haplotype2-0000419	UNPLACED	haplotype2_unused_utig4-74	utig4-74+	HG02145	534	match	27
HG02145	haplotype2-0000426	HG02145_haplotype2-0000426	UNPLACED	haplotype2_unused_utig4-75	utig4-75+	HG02145	535	match	1186
HG02145	haplotype2-0000443	HG02145_haplotype2-0000443	UNPLACED	haplotype2_unused_utig4-959	utig4-959+	HG02145	536	match	2665
HG02145	unassigned-0000476	HG02145_unassigned-0000476	UNPLACED_Cmpnt	na_unused_utig4-104	utig4-104+	HG02145	537	no-match	-1
HG02145	unassigned-0000522	HG02145_unassigned-0000522	UNPLACED	na_unused_utig4-112	utig4-112+	HG02145	538	match	2840
HG02145	unassigned-0000558	HG02145_unassigned-0000558	UNPLACED_Cmpnt	na_unused_utig4-1195	utig4-1195+	HG02145	539	match	2150
HG02145	unassigned-0000560	HG02145_unassigned-0000560	UNPLACED_Cmpnt	na_unused_utig4-1206	utig4-1206+	HG02145	540	match	218
HG02145	unassigned-0000561	HG02145_unassigned-0000561	UNPLACED_Cmpnt	na_unused_utig4-1209	utig4-1209+	HG02145	541	match	2396
HG02145	unassigned-0001434	HG02145_unassigned-0001434	UNPLACED_Cmpnt	na_unused_utig4-355	utig4-355+	HG02145	542	match	3060
HG02145	unassigned-0001435	HG02145_unassigned-0001435	UNPLACED_Cmpnt	na_unused_utig4-356	utig4-356-,[N100000N:scaffold],utig4-386-	HG02145	543	match	2905
HG02145	unassigned-0001436	HG02145_unassigned-0001436	UNPLACED_Cmpnt	na_unused_utig4-357	utig4-357+	HG02145	544	match	336
HG02145	unassigned-0001444	HG02145_unassigned-0001444	UNPLACED_Cmpnt	na_unused_utig4-387	utig4-387+	HG02145	545	match	293
HG02145	unassigned-0001485	HG02145_unassigned-0001485	UNPLACED_Cmpnt	na_unused_utig4-519	utig4-519+	HG02145	546	match	1153
HG02145	unassigned-0001487	HG02145_unassigned-0001487	UNPLACED_Cmpnt	na_unused_utig4-520	utig4-520+	HG02145	547	match	1670
HG02145	unassigned-0001489	HG02145_unassigned-0001489	UNPLACED_Cmpnt	na_unused_utig4-53	utig4-53+	HG02145	548	match	2531
HG02145	unassigned-0001497	HG02145_unassigned-0001497	UNPLACED_Cmpnt	na_unused_utig4-54	utig4-54+	HG02145	549	match	790
HG02145	unassigned-0001505	HG02145_unassigned-0001505	UNPLACED_Cmpnt	na_unused_utig4-55	utig4-55+	HG02145	550	match	432
HG02145	unassigned-0001512	HG02145_unassigned-0001512	UNPLACED_Cmpnt	na_unused_utig4-56	utig4-56+	HG02145	551	match	2778
HG02145	unassigned-0001516	HG02145_unassigned-0001516	UNPLACED_Cmpnt	na_unused_utig4-57	utig4-57+	HG02145	552	match	611
HG02145	unassigned-0001708	HG02145_unassigned-0001708	UNPLACED_Cmpnt	na_unused_utig4-906	utig4-906+	HG02145	553	no-match	-1
HG02145	unassigned-0001734	HG02145_unassigned-0001734	UNPLACED_Cmpnt	na_unused_utig4-942	utig4-942+	HG02145	554	no-match	-1
HG02145	unassigned-0001735	HG02145_unassigned-0001735	UNPLACED	na_unused_utig4-95	utig4-95+	HG02145	555	match	3807
HG02145	unassigned-0001740	HG02145_unassigned-0001740	UNPLACED	na_unused_utig4-96	utig4-96+	HG02145	556	match	1964
HG02258	haplotype1-0000016	HG02258_haplotype1-0000016	SCAFFOLD	haplotype1_from_utig4-74	utig4-74+,[N5000N:ambig_path],utig4-64+,utig4-68+,utig4-448+,utig4-450+,utig4-499-,utig4-497-,[N5000N:ambig_path],utig4-705-,[N54027N:ambig_bubble],utig4-494+,utig4-498+	HG02258	557	match	51
HG02258	haplotype1-0000055	HG02258_haplotype1-0000055	UNPLACED	haplotype1_unused_utig4-449	utig4-449+	HG02258	558	match	2678
HG02258	haplotype1-0000056	HG02258_haplotype1-0000056	UNPLACED	haplotype1_unused_utig4-451	utig4-451+	HG02258	559	match	3492
HG02258	haplotype1-0000057	HG02258_haplotype1-0000057	UNPLACED	haplotype1_unused_utig4-495	utig4-495+	HG02258	560	match	1452
HG02258	haplotype1-0000058	HG02258_haplotype1-0000058	UNPLACED	haplotype1_unused_utig4-496	utig4-496+	HG02258	561	match	5
HG02258	haplotype1-0000059	HG02258_haplotype1-0000059	UNPLACED	haplotype1_unused_utig4-65	utig4-65+	HG02258	562	match	2391
HG02258	haplotype1-0000060	HG02258_haplotype1-0000060	UNPLACED	haplotype1_unused_utig4-66	utig4-66+	HG02258	563	match	1588
HG02258	haplotype1-0000061	HG02258_haplotype1-0000061	UNPLACED	haplotype1_unused_utig4-67	utig4-67+	HG02258	564	match	1599
HG02258	haplotype1-0000062	HG02258_haplotype1-0000062	UNPLACED	haplotype1_unused_utig4-706	utig4-706+	HG02258	565	match	3106
HG02391	haplotype1-0000014	HG02391_haplotype1-0000014	SCAFFOLD	haplotype1_from_utig4-2341	utig4-2341+,[N5000N:ambig_path],utig4-227-,utig4-230+,utig4-550+,utig4-553+	HG02391	566	match	1068
HG02391	haplotype2-0000091	HG02391_haplotype2-0000091	UNPLACED	haplotype2_unused_utig4-228	utig4-228+	HG02391	567	match	1658
HG02391	haplotype2-0000092	HG02391_haplotype2-0000092	UNPLACED	haplotype2_unused_utig4-229	utig4-229+	HG02391	568	match	1038
HG02391	haplotype2-0000093	HG02391_haplotype2-0000093	UNPLACED	haplotype2_unused_utig4-231	utig4-231+	HG02391	569	match	316
HG02392	haplotype1-0000002	HG02392_haplotype1-0000002	SCAFFOLD	haplotype1_from_utig4-1160	utig4-1353-,utig4-1354+,utig4-1378+,utig4-1159-,utig4-1157+,utig4-1160+	HG02392	570	match	1562
HG02392	haplotype2-0000044	HG02392_haplotype2-0000044	UNPLACED	haplotype2_from_utig4-1161	utig4-1379-,utig4-1355+,[N5000N:ambig_path],utig4-1158-,utig4-1157+,utig4-1161+	HG02392	571	no-match	-1
HG02486	pat-0000298	HG02486_pat-0000298	UNPLACED	pat_from_utig4-180	utig4-180+	HG02486	572	match	2777
HG02486	pat-0000299	HG02486_pat-0000299	SCAFFOLD	pat_from_utig4-181	utig4-178-,utig4-179+,utig4-181+	HG02486	573	match	810
HG02514	haplotype1-0000011	HG02514_haplotype1-0000011	SCAFFOLD	haplotype1_from_utig4-2247	utig4-2247-,utig4-1158-,utig4-1155-,utig4-1156+,utig4-2238+,utig4-2243+,utig4-1912-,utig4-1911-	HG02514	574	match	866
HG02514	haplotype2-0000048	HG02514_haplotype2-0000048	UNPLACED	haplotype2_from_utig4-2237	utig4-1159+,utig4-2237-	HG02514	575	match	372
HG02514	haplotype2-0000062	HG02514_haplotype2-0000062	UNPLACED	haplotype2_unused_utig4-1157	utig4-1157+	HG02514	576	match	2533
HG02572	haplotype1-0000021	HG02572_haplotype1-0000021	SCAFFOLD	haplotype1_from_utig4-804	utig4-804+	HG02572	577	match	485
HG02602	pat-0000505	HG02602_pat-0000505	SCAFFOLD	pat_from_utig4-1459	utig4-1450-,utig4-1459+,utig4-2663-	HG02602	578	match	47
HG02602	pat-0000506	HG02602_pat-0000506	SCAFFOLD	pat_from_utig4-1886	utig4-1886+,utig4-1887+,utig4-2291-,[N100000N:scaffold],utig4-2664-,utig4-1652-,utig4-1640+,utig4-1639+	HG02602	579	match	2397
HG02602	pat-0000577	HG02602_pat-0000577	UNPLACED	pat_unused_utig4-1775	utig4-1775+	HG02602	580	match	1719
HG02602	pat-0000578	HG02602_pat-0000578	UNPLACED	pat_unused_utig4-1776	utig4-1776+	HG02602	581	match	891
HG02602	pat-0000579	HG02602_pat-0000579	UNPLACED	pat_unused_utig4-1777	utig4-1777+	HG02602	582	match	562
HG02602	pat-0000581	HG02602_pat-0000581	UNPLACED	pat_unused_utig4-1793	utig4-1793+	HG02602	583	match	1478
HG02602	pat-0000582	HG02602_pat-0000582	UNPLACED	pat_unused_utig4-1794	utig4-1794+	HG02602	584	match	1093
HG02602	pat-0000668	HG02602_pat-0000668	UNPLACED	pat_unused_utig4-2292	utig4-2292+	HG02602	585	match	2315
HG02602	pat-0000669	HG02602_pat-0000669	UNPLACED	pat_unused_utig4-2293	utig4-2293+	HG02602	586	match	251
HG02602	pat-0000674	HG02602_pat-0000674	UNPLACED	pat_unused_utig4-2600	utig4-2600+	HG02602	587	match	2462
HG02602	pat-0000675	HG02602_pat-0000675	UNPLACED	pat_unused_utig4-2601	utig4-2601+	HG02602	588	match	2532
HG02602	pat-0000676	HG02602_pat-0000676	UNPLACED	pat_unused_utig4-2602	utig4-2602+	HG02602	589	match	2631
HG02602	pat-0000677	HG02602_pat-0000677	UNPLACED	pat_unused_utig4-2603	utig4-2603+	HG02602	590	match	793
HG02602	pat-0000678	HG02602_pat-0000678	UNPLACED	pat_unused_utig4-2604	utig4-2604+	HG02602	591	match	651
HG02602	pat-0000679	HG02602_pat-0000679	UNPLACED	pat_unused_utig4-2605	utig4-2605+	HG02602	592	match	134
HG02647	pat-0000655	HG02647_pat-0000655	SCAFFOLD	pat_from_utig4-2529	utig4-2529-,[N5000N:ambig_path],utig4-2528-,utig4-849-,[N100000N:scaffold],utig4-14+	HG02647	593	match	1124
HG02647	pat-0000803	HG02647_pat-0000803	UNPLACED	pat_unused_utig4-2530	utig4-2530+	HG02647	594	match	1778
HG02647	pat-0000804	HG02647_pat-0000804	UNPLACED	pat_unused_utig4-2531	utig4-2531+	HG02647	595	match	2213
HG02668	pat-0000487	HG02668_pat-0000487	SCAFFOLD	pat_from_utig4-1305	utig4-1305-,[N100000N:scaffold],utig4-801-	HG02668	596	match	2904
HG02668	pat-0000504	HG02668_pat-0000504	SCAFFOLD	pat_from_utig4-398	utig4-797-,[N311178N:tangle],utig4-397-,utig4-395-,[N5000N:ambig_path],utig4-398+	HG02668	597	match	862
HG02668	pat-0000513	HG02668_pat-0000513	UNPLACED	pat_from_utig4-800	utig4-800+	HG02668	598	match	1180
HG02668	pat-0000514	HG02668_pat-0000514	UNPLACED	pat_from_utig4-802	utig4-802+	HG02668	599	match	3072
HG02668	pat-0000725	HG02668_pat-0000725	UNPLACED	pat_unused_utig4-1879	utig4-1879+	HG02668	600	match	1200
HG02668	pat-0000778	HG02668_pat-0000778	UNPLACED	pat_unused_utig4-396	utig4-396+	HG02668	601	match	1410
HG02668	pat-0000816	HG02668_pat-0000816	UNPLACED	pat_unused_utig4-795	utig4-795+	HG02668	602	match	1204
HG02668	pat-0000817	HG02668_pat-0000817	UNPLACED	pat_unused_utig4-796	utig4-796+	HG02668	603	match	210
HG02668	pat-0000818	HG02668_pat-0000818	UNPLACED	pat_unused_utig4-798	utig4-798+	HG02668	604	match	335
HG02668	pat-0000819	HG02668_pat-0000819	UNPLACED	pat_unused_utig4-799	utig4-799+	HG02668	605	match	3820
HG02668	pat-0000821	HG02668_pat-0000821	UNPLACED	pat_unused_utig4-803	utig4-803+	HG02668	606	match	1183
HG02698	haplotype1-0000017	HG02698_haplotype1-0000017	SCAFFOLD	haplotype1_from_utig4-2441	utig4-2441+,utig4-2558+,[N1000N:ambig_bubble],utig4-1624+,[N1000N:ambig_bubble],utig4-2427+,[N1000N:ambig_bubble],utig4-2559-,utig4-2560+	HG02698	607	match	2522
HG02698	unassigned-0000173	HG02698_unassigned-0000173	UNPLACED_Cmpnt	na_unused_utig4-1416	utig4-1416+	HG02698	608	no-match	-1
HG02698	unassigned-0000246	HG02698_unassigned-0000246	UNPLACED	na_unused_utig4-1625	utig4-1625+	HG02698	609	match	761
HG02698	unassigned-0000247	HG02698_unassigned-0000247	UNPLACED	na_unused_utig4-1627	utig4-1627+	HG02698	610	match	1163
HG02698	unassigned-0000248	HG02698_unassigned-0000248	UNPLACED	na_unused_utig4-1628	utig4-1628+	HG02698	611	match	886
HG02698	unassigned-0000557	HG02698_unassigned-0000557	UNPLACED	na_unused_utig4-2428	utig4-2428+	HG02698	612	match	3372
HG02698	unassigned-0000558	HG02698_unassigned-0000558	UNPLACED	na_unused_utig4-2429	utig4-2429+	HG02698	613	match	1095
HG02717	mat-0000024	HG02717_mat-0000024	SCAFFOLD	mat_from_utig4-990	utig4-990+	HG02717	614	match	2415
HG02735	haplotype1-0000003	HG02735_haplotype1-0000003	SCAFFOLD	haplotype1_from_utig4-1728	utig4-1728-,utig4-1723-,[N16963N:ambig_bubble],utig4-3309+,[N1000N:ambig_bubble],utig4-800+,[N100000N:scaffold],utig4-1727+	HG02735	615	match	3437
HG02735	haplotype2-0000060	HG02735_haplotype2-0000060	UNPLACED	haplotype2_from_utig4-803	utig4-803+,utig4-800-,[N1000N:ambig_bubble],utig4-3309-,[N16963N:ambig_bubble],utig4-1723+	HG02735	616	match	1302
HG02735	unassigned-0000364	HG02735_unassigned-0000364	UNPLACED	na_unused_utig4-1724	utig4-1724+	HG02735	617	match	1051
HG02735	unassigned-0000365	HG02735_unassigned-0000365	UNPLACED	na_unused_utig4-1725	utig4-1725+	HG02735	618	match	2854
HG02735	unassigned-0000366	HG02735_unassigned-0000366	UNPLACED	na_unused_utig4-1726	utig4-1726+	HG02735	619	match	1976
HG02735	unassigned-0001197	HG02735_unassigned-0001197	UNPLACED	na_unused_utig4-3308	utig4-3308+	HG02735	620	match	2887
HG02735	unassigned-0001257	HG02735_unassigned-0001257	UNPLACED	na_unused_utig4-801	utig4-801+	HG02735	621	match	3366
HG02735	unassigned-0001258	HG02735_unassigned-0001258	UNPLACED	na_unused_utig4-802	utig4-802+	HG02735	622	match	2746
HG02738	pat-0000697	HG02738_pat-0000697	SCAFFOLD	pat_from_utig4-1983	utig4-2016-,utig4-2017+,utig4-2019+,utig4-1985-,utig4-1983+	HG02738	623	match	353
HG02738	pat-0000820	HG02738_pat-0000820	UNPLACED	pat_unused_utig4-1984	utig4-1984+	HG02738	624	match	58
HG02738	pat-0000838	HG02738_pat-0000838	UNPLACED	pat_unused_utig4-2018	utig4-2018+	HG02738	625	match	1189
HG02965	haplotype1-0000013	HG02965_haplotype1-0000013	SCAFFOLD	haplotype1_from_utig4-668	utig4-1019-,[N46053N:tangle],utig4-1020+,[N100000N:scaffold],utig4-668-	HG02965	626	match	965
HG02965	haplotype1-0000025	HG02965_haplotype1-0000025	UNPLACED	haplotype1_unused_utig4-1018	utig4-1018+	HG02965	627	match	3278
HG02965	haplotype1-0000035	HG02965_haplotype1-0000035	UNPLACED	haplotype1_unused_utig4-397	utig4-397+	HG02965	628	match	2225
HG02965	haplotype1-0000072	HG02965_haplotype1-0000072	UNPLACED	haplotype1_unused_utig4-632	utig4-632+	HG02965	629	match	1232
HG02965	haplotype1-0000073	HG02965_haplotype1-0000073	UNPLACED	haplotype1_unused_utig4-633	utig4-633+	HG02965	630	match	333
HG02965	haplotype1-0000074	HG02965_haplotype1-0000074	UNPLACED	haplotype1_unused_utig4-634	utig4-634+	HG02965	631	match	884
HG02965	haplotype1-0000077	HG02965_haplotype1-0000077	UNPLACED	haplotype1_unused_utig4-662	utig4-662+	HG02965	632	match	3782
HG02965	haplotype2-0000162	HG02965_haplotype2-0000162	UNPLACED	haplotype2_from_utig4-399	utig4-399+	HG02965	633	match	400
HG02965	haplotype2-0000167	HG02965_haplotype2-0000167	SCAFFOLD	haplotype2_from_utig4-663	utig4-663+	HG02965	634	match	261
HG02965	haplotype2-0000181	HG02965_haplotype2-0000181	UNPLACED	haplotype2_unused_utig4-662	utig4-662+	HG02965	635	match	622
HG02965	unassigned-0000228	HG02965_unassigned-0000228	UNPLACED	na_unused_utig4-1092	utig4-1092+	HG02965	636	match	171
HG02965	unassigned-0000384	HG02965_unassigned-0000384	UNPLACED	na_unused_utig4-37	utig4-37+	HG02965	637	match	2393
HG02965	unassigned-0000385	HG02965_unassigned-0000385	UNPLACED	na_unused_utig4-38	utig4-38+	HG02965	638	match	2327
HG02965	unassigned-0000386	HG02965_unassigned-0000386	UNPLACED	na_unused_utig4-39	utig4-39+	HG02965	639	match	1651
HG02965	unassigned-0000390	HG02965_unassigned-0000390	UNPLACED	na_unused_utig4-398	utig4-398+	HG02965	640	match	2715
HG02965	unassigned-0000392	HG02965_unassigned-0000392	UNPLACED	na_unused_utig4-40	utig4-40+	HG02965	641	match	964
HG02965	unassigned-0000393	HG02965_unassigned-0000393	UNPLACED	na_unused_utig4-401	utig4-401+	HG02965	642	match	1614
HG02965	unassigned-0000395	HG02965_unassigned-0000395	UNPLACED	na_unused_utig4-41	utig4-41+	HG02965	643	match	625
HG02965	unassigned-0000400	HG02965_unassigned-0000400	UNPLACED	na_unused_utig4-42	utig4-42+	HG02965	644	match	1927
HG02965	unassigned-0000403	HG02965_unassigned-0000403	UNPLACED	na_unused_utig4-43	utig4-43+	HG02965	645	match	445
HG02965	unassigned-0000530	HG02965_unassigned-0000530	UNPLACED	na_unused_utig4-667	utig4-667+	HG02965	646	match	3709
HG02965	unassigned-0000531	HG02965_unassigned-0000531	UNPLACED	na_unused_utig4-669	utig4-669+	HG02965	647	match	2402
HG02965	unassigned-0000557	HG02965_unassigned-0000557	UNPLACED	na_unused_utig4-792	utig4-792+	HG02965	648	match	893
HG02965	unassigned-0000558	HG02965_unassigned-0000558	UNPLACED	na_unused_utig4-793	utig4-793+	HG02965	649	match	2542
HG02965	unassigned-0000559	HG02965_unassigned-0000559	UNPLACED	na_unused_utig4-794	utig4-794+	HG02965	650	match	2311
HG02965	unassigned-0000579	HG02965_unassigned-0000579	UNPLACED_Cmpnt	na_unused_utig4-846	utig4-846+	HG02965	651	no-match	-1
HG02965	unassigned-0000625	HG02965_unassigned-0000625	UNPLACED	na_unused_utig4-958	utig4-958+	HG02965	652	match	3019
HG02965	unassigned-0000626	HG02965_unassigned-0000626	UNPLACED	na_unused_utig4-959	utig4-959+	HG02965	653	match	587
HG02965	unassigned-0000627	HG02965_unassigned-0000627	UNPLACED	na_unused_utig4-960	utig4-960+	HG02965	654	match	1650
HG02965	unassigned-0000628	HG02965_unassigned-0000628	UNPLACED	na_unused_utig4-961	utig4-961+	HG02965	655	match	3358
HG02965	unassigned-0000629	HG02965_unassigned-0000629	UNPLACED	na_unused_utig4-962	utig4-962+	HG02965	656	match	458
HG02984	haplotype1-0000013	HG02984_haplotype1-0000013	SCAFFOLD	haplotype1_from_utig4-297	utig4-297-,utig4-295+,utig4-1181-,utig4-1031-,utig4-1030+,[N27800N:ambig_bubble],utig4-1381+,[N1000N:ambig_bubble],utig4-468-,utig4-464-,utig4-465+,[N502153N:tangle],utig4-602+,[N67659N:ambig_bubble],utig4-474+	HG02984	657	match	2816
HG02984	haplotype2-0000151	HG02984_haplotype2-0000151	UNPLACED	haplotype2_unused_utig4-1032	utig4-1032+	HG02984	658	match	2196
HG02984	haplotype2-0000152	HG02984_haplotype2-0000152	UNPLACED	haplotype2_unused_utig4-1033	utig4-1033+	HG02984	659	match	2834
HG02984	haplotype2-0000160	HG02984_haplotype2-0000160	UNPLACED	haplotype2_unused_utig4-296	utig4-296+	HG02984	660	match	888
HG02984	haplotype2-0000186	HG02984_haplotype2-0000186	UNPLACED	haplotype2_unused_utig4-466	utig4-466+	HG02984	661	match	2372
HG02984	haplotype2-0000187	HG02984_haplotype2-0000187	UNPLACED	haplotype2_unused_utig4-467	utig4-467+	HG02984	662	match	249
HG02984	haplotype2-0000188	HG02984_haplotype2-0000188	UNPLACED	haplotype2_unused_utig4-469	utig4-469+	HG02984	663	match	564
HG02984	haplotype2-0000189	HG02984_haplotype2-0000189	UNPLACED	haplotype2_unused_utig4-470	utig4-470+	HG02984	664	match	591
HG02984	haplotype2-0000190	HG02984_haplotype2-0000190	UNPLACED	haplotype2_unused_utig4-475	utig4-475+	HG02984	665	match	2357
HG02984	haplotype2-0000191	HG02984_haplotype2-0000191	UNPLACED	haplotype2_unused_utig4-476	utig4-476+	HG02984	666	match	1074
HG02984	haplotype2-0000203	HG02984_haplotype2-0000203	UNPLACED	haplotype2_unused_utig4-599	utig4-599+	HG02984	667	match	2419
HG02984	haplotype2-0000204	HG02984_haplotype2-0000204	SCAFFOLD	haplotype2_unused_utig4-600	utig4-600+	HG02984	668	match	2898
HG02984	haplotype2-0000205	HG02984_haplotype2-0000205	SCAFFOLD	haplotype2_unused_utig4-601	utig4-601+	HG02984	669	match	1626
HG02984	haplotype2-0000206	HG02984_haplotype2-0000206	UNPLACED	haplotype2_unused_utig4-603	utig4-603+	HG02984	670	match	1866
HG02984	unassigned-0000408	HG02984_unassigned-0000408	UNPLACED_Cmpnt	na_unused_utig4-433	utig4-433+	HG02984	671	no-match	-1
HG03017	haplotype1-0000011	HG03017_haplotype1-0000011	SCAFFOLD	haplotype1_from_utig4-204	utig4-204+,utig4-1174+	HG03017	672	match	3621
HG03050	pat-0000469	HG03050_pat-0000469	SCAFFOLD	pat_from_utig4-156	utig4-157-,utig4-154-,[N5000N:ambig_path],utig4-156+	HG03050	673	match	860
HG03050	pat-0000537	HG03050_pat-0000537	UNPLACED	pat_unused_utig4-155	utig4-155+	HG03050	674	match	144
HG03098	haplotype1-0000004	HG03098_haplotype1-0000004	SCAFFOLD	haplotype1_from_utig4-1383	utig4-1383+,[N1000N:ambig_bubble],utig4-1266-,[N1000N:ambig_bubble],utig4-1384+	HG03098	675	match	1917
HG03098	haplotype1-0000006	HG03098_haplotype1-0000006	SCAFFOLD	haplotype1_from_utig4-1446	utig4-1446-,utig4-1256-,[N55142N:scaffold],utig4-1385-,[N105524N:ambig_bubble],utig4-1348+	HG03098	676	match	85
